name,num_nodes,true_clusters,pf1,nmi,ari
hvogel,111,4,0.902697787208245,0.86953,0.86668
wengao,33,4,0.9291338582677166,0.92813,0.90670
rgupta,271,15,0.5241963970328507,0.73194,0.44910
jiegong,405,29,0.6007825600894355,0.78216,0.57780
bingren,351,9,0.775583969638097,0.88578,0.72776
zhenlei,206,4,0.7866127583108714,0.58893,0.56389
chunchen,828,21,0.6735305512631536,0.59436,0.52693
frankcaruso,293,4,0.42868079812431215,0.14205,0.05893
hainingwang,406,20,0.8407819027350831,0.87608,0.81179
jianlongwang,738,12,0.5400235989919443,0.61579,0.41289
average,,,0.64734,0.71315,0.55343
name,num_nodes,true_clusters,pf1,nmi,ari
jingyin,204,12,1.0,1.00000,1.00000
hongyuanchen,458,3,0.6744551359328993,0.32756,0.20740
jietang,1198,43,0.8817002996858015,0.88445,0.86912
minhu,526,23,0.9446684949185353,0.94978,0.93921
feichen,1412,79,0.8011583257855057,0.86414,0.79308
hongjunsong,268,4,0.7233491826801339,0.67586,0.48219
binzhou,1529,95,0.8070958212813095,0.85807,0.79577
xiangzhang,2364,116,0.8469479316504555,0.87645,0.83643
hongfuzhang,274,4,0.9881831610044314,0.97005,0.98036
weiminliu,1434,30,0.6210615524462403,0.77372,0.47782
aiqinwang,346,4,0.9958714139525038,0.98503,0.99214
hermannwagner,408,4,0.7054574201286664,0.59727,0.49469
yaowang,1406,77,0.5002749942988987,0.77383,0.48070
jianpei,577,6,0.9124670914274141,0.88060,0.85757
jihuawang,660,11,0.5274401052089885,0.65172,0.31067
weiren,586,19,0.7301428769593563,0.86676,0.69849
shinjitanaka,386,12,0.9584212747994935,0.93034,0.94859
qunli,742,24,0.5927457141282179,0.82057,0.53571
haijiang,506,28,0.7284974670155319,0.90215,0.70855
barrysmith,253,11,0.5742940089733439,0.67979,0.51690
lingwang,716,21,0.9164951419781777,0.91836,0.90842
xiaohongguan,594,6,0.5262828918314797,0.54899,0.28640
jiewu,2588,84,0.8295461724755187,0.82623,0.80785
jijunzhao,105,4,0.97736748064324,0.95148,0.96732
jianyang,2863,120,0.701276515658761,0.83634,0.69096
ruiwang,2641,143,0.5232448938787133,0.80899,0.51199
haibohe,384,6,0.5393031602033695,0.37488,0.18401
davidparker,253,6,0.8250817375058384,0.83510,0.76129
fengwang,737,19,0.8462723441360266,0.93345,0.83594
gangli,3228,157,0.5610659797092116,0.81313,0.55080
baohongzhang,271,5,0.7808271474019088,0.83963,0.68285
bingxu,1233,68,0.7235165976600256,0.84881,0.71056
biaohuang,776,14,0.781353744005902,0.88019,0.74510
taoli,2146,138,0.5277259660749161,0.82648,0.51908
lixingao,404,5,0.6370024582226306,0.54933,0.34510
jiegao,1254,102,0.6058260507698711,0.84018,0.59447
jimingchen,366,9,0.7408054242860078,0.81667,0.63465
jianhuayin,446,19,0.8489976443440219,0.89094,0.83135
hidekihayashi,168,12,0.9888412017167382,0.98262,0.98725
hongjiezhang,625,12,0.5167335166783555,0.70214,0.35425
hvogel,111,4,0.9790718835304824,0.96905,0.97133
wengao,33,4,0.944,0.93321,0.92663
rgupta,271,15,0.5648237672497144,0.79341,0.49538
jiegong,405,29,0.775166684883594,0.89440,0.76196
bingren,351,9,0.9606311158309946,0.94391,0.94988
zhenlei,206,4,0.9933161172717606,0.96826,0.98225
chunchen,828,21,0.8083036003892313,0.83289,0.71090
frankcaruso,293,4,0.6933116173413625,0.57192,0.38799
hainingwang,406,20,0.7402955171550213,0.88615,0.70636
jianlongwang,738,12,0.6473206856382094,0.75834,0.53625
average,,,0.76036,0.81687,0.68528
